PRIM_STATE,NAICS_TITLE,OCC_TITLE,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
US,Information,"Arts, Design, Entertainment, Sports, and Media Occupations",30000,39140,61920,98350,136760
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Other Office and Administrative Support Workers,27250,30540,38020,47400,58870
NH,Cross-industry,Production Occupations,29460,34710,38610,49200,63120
US,Utilities,Business and Financial Operations Occupations,61070,77280,98030,122390,133770
US,"Professional, Scientific, and Technical Services","Drafters, Engineering Technicians, and Mapping Technicians",36770,46520,59710,75650,94130
US,"Arts, Entertainment, and Recreation",Transportation and Material Moving Occupations,20800,25270,30540,42680,59620
IN,Cross-industry,Protective Service Occupations,24460,31270,45300,60670,76950
US,"Agriculture, Forestry, Fishing and Hunting",Other Office and Administrative Support Workers,22660,28750,35420,44460,49160
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Entertainment Attendants and Related Workers,18230,22550,26000,29880,37130
US,Finance and Insurance,Media and Communication Workers,47040,60350,77890,101660,130560
MO,Cross-industry,"Installation, Maintenance, and Repair Occupations",28940,36390,47010,60510,77650
US,"Arts, Entertainment, and Recreation",Healthcare Diagnosing or Treating Practitioners,38110,47380,61310,92190,127470
US,Information,"Sales Representatives, Wholesale and Manufacturing",40420,56880,77600,121910,163790
NM,Cross-industry,Production Occupations,23380,28840,37150,48650,75800
US,Manufacturing,Religious Workers,29010,39440,58760,75200,77590
US,Manufacturing,Construction Trades Workers,29950,37590,48370,63110,78600
PA,Cross-industry,Business and Financial Operations Occupations,41060,51350,71790,96570,124040
US,"Agriculture, Forestry, Fishing and Hunting","Arts, Design, Entertainment, Sports, and Media Occupations",30830,47230,61700,79680,127100
NV,Cross-industry,Transportation and Material Moving Occupations,22940,29040,37010,47390,60540
ME,Cross-industry,Management Occupations,47040,61810,94690,126040,164060
US,Administrative and Support and Waste Management and Remediation Services,Management Occupations,46750,62140,98230,139200,207490
MO,Cross-industry,Transportation and Material Moving Occupations,23290,28300,36000,46640,60930
US,"Mining, Quarrying, and Oil and Gas Extraction",Legal Support Workers,50130,61790,76920,97710,113540
US,Educational Services,Supervisors of Food Preparation and Serving Workers,24790,30690,38840,49410,61970
US,Administrative and Support and Waste Management and Remediation Services,"Drafters, Engineering Technicians, and Mapping Technicians",36250,38180,48250,61950,88530
US,Real Estate and Rental and Leasing,Occupational Health and Safety Specialists and Technicians,44830,50750,64730,83360,127250
US,Finance and Insurance,Computer Occupations,59020,77750,101000,128880,162930
US,"Mining, Quarrying, and Oil and Gas Extraction",Financial Specialists,59290,76060,96910,122630,154330
US,Utilities,"Supervisors of Installation, Maintenance, and Repair Workers",76250,95950,102220,124970,130430
MA,Cross-industry,Protective Service Occupations,31360,39170,60500,77890,98490
MO,Cross-industry,"Farming, Fishing, and Forestry Occupations",22640,25830,30760,38240,51710
US,Administrative and Support and Waste Management and Remediation Services,"Supervisors of Farming, Fishing, and Forestry Workers",45950,48370,59670,73600,83180
LA,Cross-industry,Construction and Extraction Occupations,28670,34960,46340,59460,75120
NE,Cross-industry,"Installation, Maintenance, and Repair Occupations",29610,37360,47470,60470,76800
TN,Cross-industry,Protective Service Occupations,23440,29220,38410,50890,64500
US,Administrative and Support and Waste Management and Remediation Services,"Installation, Maintenance, and Repair Occupations",29180,36400,46640,59670,75050
AK,Cross-industry,Protective Service Occupations,30450,39510,59220,78590,101490
MO,Cross-industry,"Life, Physical, and Social Science Occupations",33770,44770,59490,78810,102330
US,Health Care and Social Assistance,Supervisors of Protective Service Workers,37730,47190,60110,65870,83240
US,Cross-industry,Occupational Health and Safety Specialists and Technicians,38620,50730,74870,95160,110060
NM,Cross-industry,Transportation and Material Moving Occupations,22880,27120,30830,47090,61100
US,Information,Other Healthcare Support Occupations,30310,35380,40270,48510,49250
US,Finance and Insurance,Financial Clerks,28700,29780,37080,45900,49070
AR,Cross-industry,Office and Administrative Support Occupations,23360,28730,35480,44200,55410
ND,Cross-industry,Office and Administrative Support Occupations,29010,35970,38050,48050,60710
US,Accommodation and Food Services,Plant and System Operators,40820,48340,60360,78820,79780
US,Management of Companies and Enterprises,"Installation, Maintenance, and Repair Occupations",32720,39500,55340,75760,95750
GA,Cross-industry,Educational Instruction and Library Occupations,18820,30130,54860,75940,94810
US,"Professional, Scientific, and Technical Services","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",29170,29540,36830,46250,54880
US,"Mining, Quarrying, and Oil and Gas Extraction","Installation, Maintenance, and Repair Occupations",37360,47150,60540,77700,98530
WA,Cross-industry,Business and Financial Operations Occupations,48480,61740,79930,104290,153150
US,Manufacturing,"Sales Representatives, Services",31850,46800,62610,98070,130930
IL,Cross-industry,Healthcare Support Occupations,26670,29090,29890,37050,46950
HI,Cross-industry,Transportation and Material Moving Occupations,25840,30110,38070,49790,76910
VA,Cross-industry,Community and Social Service Occupations,29950,37910,48360,61690,79150
DE,Cross-industry,Computer and Mathematical Occupations,55210,77340,101000,129240,155480
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Supervisors of Sales Workers,35560,40280,49210,64620,80610
US,Administrative and Support and Waste Management and Remediation Services,Sales and Related Occupations,23120,29030,37540,60120,81060
US,Wholesale Trade,"Sales Representatives, Services",37020,48640,72040,105940,165150
US,Management of Companies and Enterprises,Supervisors of Construction and Extraction Workers,52770,62390,80660,101640,131880
NE,Cross-industry,Transportation and Material Moving Occupations,24180,29880,37810,48900,65210
DC,Cross-industry,Sales and Related Occupations,31200,31220,37410,60650,102320
US,Finance and Insurance,Cooks and Food Preparation Workers,25840,36060,38720,47960,60480
NV,Cross-industry,"Farming, Fishing, and Forestry Occupations",23950,28350,29570,37130,50050
US,Health Care and Social Assistance,"Life, Physical, and Social Science Technicians",29710,36750,47600,61390,77940
US,Educational Services,Retail Sales Workers,19020,23640,29340,36060,44220
US,"Arts, Entertainment, and Recreation",Other Transportation Workers,19730,23030,28820,30980,37670
CO,Cross-industry,"Installation, Maintenance, and Repair Occupations",31290,38320,50160,63910,80980
US,Other Services (except Public Administration),Life Scientists,37010,47490,61170,78880,104510
ME,Cross-industry,Production Occupations,29020,31580,38310,48620,61590
US,Health Care and Social Assistance,Woodworkers,17850,19520,27920,34710,43960
IA,Cross-industry,"Installation, Maintenance, and Repair Occupations",29590,37370,47620,60480,76760
US,Other Services (except Public Administration),"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",28230,31590,42180,56810,69410
US,"Agriculture, Forestry, Fishing and Hunting",Construction Trades Workers,29590,37510,47860,59390,63920
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Secretaries and Administrative Assistants,29230,36850,46950,60020,75750
US,Management of Companies and Enterprises,"Helpers, Construction Trades",23250,30610,38120,39480,49710
IL,Cross-industry,Production Occupations,27840,30180,37820,48390,62140
US,"Professional, Scientific, and Technical Services",Water Transportation Workers,27820,29010,48690,77030,98140
US,Retail Trade,Supervisors of Construction and Extraction Workers,38690,47670,60550,74470,93740
US,Retail Trade,Food Preparation and Serving Related Occupations,22080,24530,29580,34960,39020
MD,Cross-industry,"Life, Physical, and Social Science Occupations",47740,61910,87190,120950,157600
US,Cross-industry,"Textile, Apparel, and Furnishings Workers",22190,24440,29420,36220,42590
MT,Cross-industry,Construction and Extraction Occupations,36360,38430,48060,61490,78210
ND,Cross-industry,Protective Service Occupations,27600,39550,49030,63830,80820
US,Utilities,Engineers,75660,86390,102110,128330,154810
US,Cross-industry,Supervisors of Transportation and Material Moving Workers,36870,42880,54830,70820,82240
US,Accommodation and Food Services,Media and Communication Workers,20040,28750,38720,58610,76920
US,Accommodation and Food Services,Art and Design Workers,22290,23920,30840,48720,61650
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Legal Occupations,47310,62780,98470,140750,172390
US,Information,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",47120,59260,79140,96630,100280
US,Finance and Insurance,Healthcare Practitioners and Technical Occupations,47590,63110,78070,95220,106200
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Sales Representatives, Wholesale and Manufacturing",35710,45100,61880,76740,97360
MN,Cross-industry,Computer and Mathematical Occupations,48370,64930,97050,124440,135360
ME,Cross-industry,"Life, Physical, and Social Science Occupations",39250,50440,62550,79730,101220
US,Construction,Woodworkers,29040,31720,38420,48220,61150
US,Educational Services,Tour and Travel Guides,22510,23650,29460,34110,41570
MS,Cross-industry,Community and Social Service Occupations,23780,29560,38260,49360,62950
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Grounds Maintenance Workers,22660,28470,31280,46300,59120
NH,Cross-industry,Business and Financial Operations Occupations,45170,57080,75940,98070,127370
TX,Cross-industry,Construction and Extraction Occupations,29370,36100,45230,57610,74830
US,Wholesale Trade,Supervisors of Food Preparation and Serving Workers,28820,32140,44390,62200,81680
NE,Cross-industry,Legal Occupations,37950,48310,74830,100740,155100
US,"Arts, Entertainment, and Recreation",Social Scientists and Related Workers,36900,47470,52890,65170,94230
MI,Cross-industry,Business and Financial Operations Occupations,38870,49900,69910,96040,123430
US,Management of Companies and Enterprises,Business and Financial Operations Occupations,48240,61350,79010,101830,130500
KS,Cross-industry,Production Occupations,25650,29930,37730,47940,62150
US,Finance and Insurance,Art and Design Workers,48470,59720,73500,93520,125280
MI,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",24580,30500,47810,63960,98070
MA,Cross-industry,"Farming, Fishing, and Forestry Occupations",29230,30820,37100,46830,58770
US,Manufacturing,Building Cleaning and Pest Control Workers,24310,29250,33940,37840,45190
US,Utilities,Educational Instruction and Library Occupations,80280,103620,120730,152100,157700
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Mathematical Science Occupations,45950,62280,91040,122510,147010
US,Accommodation and Food Services,Postsecondary Teachers,75900,77450,84850,98680,105060
LA,Cross-industry,"Life, Physical, and Social Science Occupations",34320,47470,62140,82640,116500
US,Transportation and Warehousing,Other Office and Administrative Support Workers,24440,29780,37080,47000,59840
WV,Cross-industry,Healthcare Support Occupations,19930,22260,23880,29690,37660
US,Manufacturing,Office and Administrative Support Occupations,29310,36360,44460,53770,65310
US,Finance and Insurance,Food and Beverage Serving Workers,25270,30850,37780,39260,47950
IN,Cross-industry,"Arts, Design, Entertainment, Sports, and Media Occupations",23800,30210,39340,60920,80160
MS,Cross-industry,Food Preparation and Serving Related Occupations,17080,17620,18860,23780,29740
NH,Cross-industry,Construction and Extraction Occupations,36360,38420,48050,61080,77160
US,Transportation and Warehousing,Supervisors of Sales Workers,39250,60550,80010,102080,129420
US,Wholesale Trade,Other Construction and Related Workers,29970,38690,59240,80120,127550
US,Retail Trade,Top Executives,36650,47850,66770,99340,160540
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Motor Vehicle Operators,29210,37350,48380,62190,77610
US,"Agriculture, Forestry, Fishing and Hunting","Sales Representatives, Services",37070,50420,63950,80680,122050
US,Other Services (except Public Administration),Religious Workers,28110,31480,46640,61480,80350
US,Transportation and Warehousing,Other Production Occupations,28480,30280,37550,47850,61920
US,"Arts, Entertainment, and Recreation",Personal Appearance Workers,22060,28850,45190,62070,105020
NV,Cross-industry,Healthcare Practitioners and Technical Occupations,36820,58670,77510,99480,132500
ND,Cross-industry,Production Occupations,29320,36670,46930,61920,81640
NC,Cross-industry,Office and Administrative Support Occupations,23930,29650,37250,47240,60130
US,Finance and Insurance,Information and Record Clerks,29510,36590,39050,48060,60360
US,Manufacturing,Tour and Travel Guides,24170,28050,30310,38480,48560
RI,Cross-industry,Healthcare Support Occupations,29020,29450,36590,37750,47360
US,"Mining, Quarrying, and Oil and Gas Extraction","Drafters, Engineering Technicians, and Mapping Technicians",45220,49020,75260,97890,114350
US,Educational Services,Personal Care and Service Occupations,22010,24860,30140,38180,49620
US,Finance and Insurance,Architecture and Engineering Occupations,60660,76870,99980,128330,164340
HI,Cross-industry,"Life, Physical, and Social Science Occupations",36910,49550,64920,93200,114550
MA,Cross-industry,Office and Administrative Support Occupations,30220,37630,47530,60530,76280
US,Retail Trade,Supervisors of Production Workers,34760,38060,47830,54410,66790
US,"Mining, Quarrying, and Oil and Gas Extraction",Protective Service Occupations,17290,17290,24330,39200,50170
CT,Cross-industry,Educational Instruction and Library Occupations,29690,39420,61820,96100,103870
US,Utilities,"Forest, Conservation, and Logging Workers",37400,37520,47460,50750,60340
US,Real Estate and Rental and Leasing,Plant and System Operators,39510,49760,62560,77240,101320
US,Construction,Assemblers and Fabricators,29820,36280,40660,48980,62250
US,"Agriculture, Forestry, Fishing and Hunting",Life Scientists,47040,52720,76390,97630,101620
US,"Mining, Quarrying, and Oil and Gas Extraction",Building Cleaning and Pest Control Workers,23010,28560,36060,46990,53750
US,"Professional, Scientific, and Technical Services",Sales and Related Occupations,30390,47320,71940,103400,161290
ME,Cross-industry,Legal Occupations,46170,47940,64060,99030,133210
US,Accommodation and Food Services,"Preschool, Elementary, Middle, Secondary, and Special Education Teachers",34180,38620,63740,84200,84580
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Air Transportation Workers,51360,82640,115880,156890,179550
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Sales Representatives, Services",38330,48740,62610,79970,97230
MT,Cross-industry,Production Occupations,26890,30010,37750,48600,72610
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Supervisors of Farming, Fishing, and Forestry Workers",37770,45260,57280,69210,82710
HI,Cross-industry,Production Occupations,24330,30190,45990,61350,86050
US,Educational Services,"Baggage Porters, Bellhops, and Concierges",28350,29890,32210,38540,47970
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Media and Communication Equipment Workers,37890,48970,76880,99070,119770
GA,Cross-industry,Healthcare Practitioners and Technical Occupations,34090,46880,62500,94800,129760
US,Manufacturing,Legal Support Workers,56820,72930,79590,97920,123880
US,"Professional, Scientific, and Technical Services",Supervisors of Construction and Extraction Workers,49120,62110,77890,102380,129650
US,Other Services (except Public Administration),Secretaries and Administrative Assistants,25540,29980,38050,48700,61910
OK,Cross-industry,Community and Social Service Occupations,28980,37060,43970,57340,76010
US,Finance and Insurance,Other Food Preparation and Serving Related Workers,30840,32040,58210,77250,77250
US,Cross-industry,Business and Financial Operations Occupations,39060,53410,76570,100220,130620
NM,Cross-industry,Architecture and Engineering Occupations,47860,73880,97090,128020,162410
US,Real Estate and Rental and Leasing,"Life, Physical, and Social Science Technicians",36360,39560,47680,55860,56990
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Architects, Surveyors, and Cartographers",48110,61250,78370,100210,124600
US,Health Care and Social Assistance,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",31150,46420,60400,75940,81370
CA,Cross-industry,"Installation, Maintenance, and Repair Occupations",33470,38890,56960,74660,96320
KY,Cross-industry,Healthcare Support Occupations,22660,24390,29540,36420,45710
US,Other Services (except Public Administration),Computer Occupations,37340,48370,71620,100250,129800
US,Retail Trade,"Architects, Surveyors, and Cartographers",37480,44260,55000,76600,99510
US,Educational Services,Law Enforcement Workers,36750,46910,54440,66740,83340
WA,Cross-industry,"Installation, Maintenance, and Repair Occupations",36860,46210,59810,76410,96710
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Financial Specialists,42370,53410,73260,96780,116730
FL,Cross-industry,Management Occupations,46400,60730,95310,130340,202890
US,Finance and Insurance,"Farming, Fishing, and Forestry Occupations",23930,29690,36960,51580,67130
US,Finance and Insurance,Material Moving Workers,26600,30000,37950,48590,72980
US,Health Care and Social Assistance,Supervisors of Personal Care and Service Workers,29070,35890,40250,50110,63820
US,Construction,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",60680,85790,119860,155790,206500
US,Finance and Insurance,"Baggage Porters, Bellhops, and Concierges",30020,31180,47780,77620,77620
US,Accommodation and Food Services,"Counselors, Social Workers, and Other Community and Social Service Specialists",25630,29240,36560,48360,70530
US,Accommodation and Food Services,Office and Administrative Support Occupations,22070,23660,29170,37020,47840
US,Real Estate and Rental and Leasing,Media and Communication Equipment Workers,30810,39070,49050,63090,84700
US,Health Care and Social Assistance,"Forest, Conservation, and Logging Workers",29120,29790,30000,30030,30110
US,Manufacturing,Media and Communication Equipment Workers,29890,34440,47240,65130,97490
US,Management of Companies and Enterprises,Plant and System Operators,62350,79120,98030,102620,130080
WY,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22940,24130,29820,37970,48170
CA,Cross-industry,Personal Care and Service Occupations,29120,29810,32020,39760,58640
US,Health Care and Social Assistance,Motor Vehicle Operators,22440,24810,29730,36290,39920
US,"Arts, Entertainment, and Recreation",Production Occupations,23490,29120,37270,48620,62280
US,"Arts, Entertainment, and Recreation",Other Production Occupations,29070,36330,47620,59240,74270
CT,Cross-industry,Community and Social Service Occupations,30810,38700,56330,77020,97760
US,Accommodation and Food Services,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",29290,37390,44210,51210,61890
HI,Cross-industry,Business and Financial Operations Occupations,45090,51040,66640,94560,110840
US,Other Services (except Public Administration),Social Scientists and Related Workers,48620,58190,79440,127690,163800
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Health Technologists and Technicians,29060,36930,47440,60460,76110
US,"Arts, Entertainment, and Recreation",Supervisors of Protective Service Workers,29900,37100,45110,60100,77480
MI,Cross-industry,Production Occupations,28750,30280,37810,48860,62020
TX,Cross-industry,Production Occupations,23380,29040,37240,48530,72610
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)","Life, Physical, and Social Science Technicians",31510,36940,48100,61930,78990
US,Administrative and Support and Waste Management and Remediation Services,Office and Administrative Support Occupations,25270,29390,36590,46010,58650
US,"Professional, Scientific, and Technical Services",Educational Instruction and Library Occupations,36950,48940,75600,96870,124680
KY,Cross-industry,Personal Care and Service Occupations,17770,21680,24330,30140,39290
US,Other Services (except Public Administration),Construction Trades Workers,30740,37640,48200,61720,78940
NJ,Cross-industry,Food Preparation and Serving Related Occupations,24960,27120,29230,36060,45880
AZ,Cross-industry,Sales and Related Occupations,27970,28880,30230,47950,78030
AL,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,17570,18780,24050,30220,38540
US,Manufacturing,Extraction Workers,29330,35710,47690,60630,74780
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Supervisors of Production Workers,47580,60500,76410,89010,102130
US,Educational Services,"Other Installation, Maintenance, and Repair Occupations",29250,36910,47120,59830,71340
WI,Cross-industry,Protective Service Occupations,24530,31450,47900,64840,81850
US,Administrative and Support and Waste Management and Remediation Services,"Farming, Fishing, and Forestry Occupations",23050,28780,32460,40990,55820
US,Information,Media and Communication Workers,29560,38070,59450,81110,130660
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Other Food Preparation and Serving Related Workers,19680,23610,28380,31270,38370
LA,Cross-industry,Office and Administrative Support Occupations,22330,28380,35760,45890,59120
OR,Cross-industry,"Installation, Maintenance, and Repair Occupations",31100,37970,48410,62270,79560
FL,Cross-industry,Protective Service Occupations,23170,28880,38250,60670,80800
US,Manufacturing,"Counselors, Social Workers, and Other Community and Social Service Specialists",30050,38500,51830,72630,128560
US,Retail Trade,Extraction Workers,23600,37410,43350,51280,59180
US,Cross-industry,Food Processing Workers,23280,28790,30480,37550,46690
US,Administrative and Support and Waste Management and Remediation Services,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",23530,28560,29920,36770,42970
US,Information,Tour and Travel Guides,24910,28440,47180,123170,123270
ID,Cross-industry,Office and Administrative Support Occupations,23150,29160,36640,46240,58710
US,"Professional, Scientific, and Technical Services","Other Installation, Maintenance, and Repair Occupations",29160,36920,47120,61670,78890
US,Accommodation and Food Services,"Material Recording, Scheduling, Dispatching, and Distributing Workers",23330,28480,31460,38010,47990
DC,Cross-industry,"Installation, Maintenance, and Repair Occupations",37240,47380,60590,77900,98280
US,Retail Trade,Protective Service Occupations,28270,30320,36360,45460,60360
US,Administrative and Support and Waste Management and Remediation Services,Supervisors of Personal Care and Service Workers,24480,29340,38470,48680,73090
US,"Mining, Quarrying, and Oil and Gas Extraction",Retail Sales Workers,22960,29390,32660,53920,60890
US,Construction,Extraction Workers,31910,37700,46890,59110,75940
IL,Cross-industry,"Farming, Fishing, and Forestry Occupations",23280,29390,35300,44450,55440
US,"Professional, Scientific, and Technical Services",Woodworkers,36270,37460,38810,47800,61150
US,Construction,"Other Installation, Maintenance, and Repair Occupations",29990,37540,47860,61460,78570
OK,Cross-industry,Office and Administrative Support Occupations,22810,28850,36360,46280,59210
NM,Cross-industry,"Installation, Maintenance, and Repair Occupations",28210,30970,46450,60270,77240
US,Administrative and Support and Waste Management and Remediation Services,Food Preparation and Serving Related Occupations,20390,24340,29190,31800,39790
IN,Cross-industry,Personal Care and Service Occupations,17730,21430,25030,35220,47130
US,Accommodation and Food Services,Secretaries and Administrative Assistants,27520,29820,37720,47830,61150
OH,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22450,23890,29670,37270,47180
US,Management of Companies and Enterprises,"Supervisors of Installation, Maintenance, and Repair Workers",48880,60820,77450,98680,124970
US,Other Services (except Public Administration),Animal Care and Service Workers,19990,22970,28630,31420,38800
VA,Cross-industry,Sales and Related Occupations,22160,23320,29870,49390,95680
US,Retail Trade,Animal Care and Service Workers,22570,23460,27990,30090,35940
CA,Cross-industry,Sales and Related Occupations,29400,29970,36570,58240,98070
KY,Cross-industry,Architecture and Engineering Occupations,39120,49800,73060,95300,119770
US,"Professional, Scientific, and Technical Services",Media and Communication Workers,36580,48900,69050,98020,130650
US,Manufacturing,Life Scientists,49440,62540,80910,105870,135170
NC,Cross-industry,Healthcare Practitioners and Technical Occupations,36450,47390,61790,79870,128350
US,Wholesale Trade,Woodworkers,24250,29300,32700,38360,47640
US,"Professional, Scientific, and Technical Services",Computer Occupations,47430,63040,98990,129270,165640
US,Retail Trade,"Counselors, Social Workers, and Other Community and Social Service Specialists",28080,31570,37320,47870,61920
US,"Mining, Quarrying, and Oil and Gas Extraction",Cooks and Food Preparation Workers,28860,30490,31490,36470,39660
AZ,Cross-industry,"Life, Physical, and Social Science Occupations",37410,48460,62730,81590,104940
GA,Cross-industry,Computer and Mathematical Occupations,47230,62150,96350,127110,154660
WA,Cross-industry,Community and Social Service Occupations,36910,44920,56690,72750,82100
US,Manufacturing,Sales and Related Occupations,28370,37920,61520,96430,129560
US,Construction,Financial Clerks,29380,37030,46910,57530,64870
IA,Cross-industry,Educational Instruction and Library Occupations,22880,29500,47600,61830,78550
US,Wholesale Trade,Computer Occupations,42320,58030,78990,117980,151880
US,"Federal, State, and Local Government, excluding state and local schools and hospitals and the U.S. Postal Service (OES Designation)",Office and Administrative Support Occupations,28950,36470,46150,56780,63730
US,Construction,Other Construction and Related Workers,29650,36770,47000,66240,102050
IA,Cross-industry,Building and Grounds Cleaning and Maintenance Occupations,22630,24300,29970,37660,45980
US,Other Services (except Public Administration),Architecture and Engineering Occupations,47330,60520,75480,99340,127120
US,Educational Services,Office and Administrative Support Occupations,24180,30020,38050,48340,61400
US,Accommodation and Food Services,"Supervisors of Installation, Maintenance, and Repair Workers",37140,45060,52260,63480,80040
ME,Cross-industry,Personal Care and Service Occupations,27600,28540,29760,36610,46560
AL,Cross-industry,Business and Financial Operations Occupations,37930,48550,63170,93340,122390
US,Educational Services,Personal Appearance Workers,23220,30730,38950,48850,57480
US,"Arts, Entertainment, and Recreation",Animal Care and Service Workers,20080,26960,30060,38270,48530
VT,Cross-industry,Protective Service Occupations,28950,37100,47920,61650,78750
US,Cross-industry,Supervisors of Sales Workers,29220,36360,46850,61450,95790
OH,Cross-industry,Business and Financial Operations Occupations,38080,49060,64050,94780,121460
US,Educational Services,"Supervisors of Installation, Maintenance, and Repair Workers",46910,50100,62760,78680,98550
US,Wholesale Trade,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",30570,37680,47390,59430,72160
US,Construction,Information and Record Clerks,27970,29820,36970,46530,58530
CA,Cross-industry,Community and Social Service Occupations,36540,42780,58690,77740,100510
US,Real Estate and Rental and Leasing,Metal Workers and Plastic Workers,31780,38050,47940,60230,66870
NC,Cross-industry,Community and Social Service Occupations,30570,38470,47530,60040,71780
US,"Professional, Scientific, and Technical Services",Community and Social Service Occupations,36540,42010,49790,63340,91710
US,Administrative and Support and Waste Management and Remediation Services,Assemblers and Fabricators,23170,27580,29780,35370,37750
US,"Professional, Scientific, and Technical Services",Other Transportation Workers,30420,36910,49190,63380,97630
US,Construction,"Counselors, Social Workers, and Other Community and Social Service Specialists",34350,36250,47050,56440,59680
SC,Cross-industry,Sales and Related Occupations,17850,22470,28630,38580,63280
MI,Cross-industry,Educational Instruction and Library Occupations,28160,35760,49730,76510,96550
US,Administrative and Support and Waste Management and Remediation Services,Healthcare Diagnosing or Treating Practitioners,47860,60350,78090,101650,136170
US,Health Care and Social Assistance,Information and Record Clerks,27640,29310,36260,38060,47220
US,Wholesale Trade,Other Food Preparation and Serving Related Workers,22290,26030,32480,38060,38070
US,"Professional, Scientific, and Technical Services",Supervisors of Protective Service Workers,42400,47860,76600,106640,129080
WA,Cross-industry,Legal Occupations,47990,62110,97480,133030,191130
US,Administrative and Support and Waste Management and Remediation Services,Physical Scientists,38430,48670,66490,107030,161290
US,Transportation and Warehousing,Production Occupations,29120,35470,47700,75360,84450
US,"Mining, Quarrying, and Oil and Gas Extraction",Building and Grounds Cleaning and Maintenance Occupations,23390,28690,36060,46210,53630
US,"Agriculture, Forestry, Fishing and Hunting","Installation, Maintenance, and Repair Occupations",29120,34970,39100,48900,62000
US,Other Services (except Public Administration),Retail Sales Workers,19760,23740,29570,37280,47720
WY,Cross-industry,Sales and Related Occupations,22290,23240,29570,45930,68950
NE,Cross-industry,Healthcare Practitioners and Technical Occupations,37180,48370,63210,94360,152480
US,Real Estate and Rental and Leasing,Legal Support Workers,36510,46750,59380,75920,92820
US,Accommodation and Food Services,Supervisors of Production Workers,29010,30640,37290,48820,73550
US,Educational Services,Healthcare Support Occupations,24050,29960,37950,47710,60150
RI,Cross-industry,Food Preparation and Serving Related Occupations,24050,26110,28560,36060,45460
US,Administrative and Support and Waste Management and Remediation Services,Occupational Therapy and Physical Therapist Assistants and Aides,26660,37380,60960,70430,78710
US,Other Services (except Public Administration),Communications Equipment Operators,26000,34940,37410,43830,60180
US,Transportation and Warehousing,Entertainment Attendants and Related Workers,17810,17880,17940,29590,32430
MI,Cross-industry,Community and Social Service Occupations,29630,37310,47880,61190,75940
US,Cross-industry,Health Technologists and Technicians,29270,36770,46910,60110,76920
US,"Professional, Scientific, and Technical Services",Business and Financial Operations Occupations,42530,60360,78780,104350,156070
NC,Cross-industry,Protective Service Occupations,23360,29530,39010,50960,66000
US,Accommodation and Food Services,Other Sales and Related Workers,20210,27790,30120,38050,50070
MA,Cross-industry,Production Occupations,29950,35530,43110,57470,72980
US,"Arts, Entertainment, and Recreation","Forest, Conservation, and Logging Workers",23260,27320,32330,38020,47460
GA,Cross-industry,Architecture and Engineering Occupations,44400,60360,78060,101670,130280
US,"Arts, Entertainment, and Recreation",Building Cleaning and Pest Control Workers,21150,23580,29110,30790,37790
